222183,2015-11-24,Polska,Moduł instalacji poboru sprężonego powietrza,Wynalazek,Piotr Paweł Woś/Sebastian Łukasz Mazur/Ryszard Filip Dindorf,Politechnika Świętokrzyska; Wydział Mechatroniki i Budowy Maszyn
222846,2015-11-10,Polska,Sposób otrzymywania monomerów alifatycznych z ugrupowaniem sulfonianowym,Wzór użytkowy,Dorota Kijowska/Zbigniew Bończa-Tomaszewski/Ewa Górecka/Piotr Jankowski,Instytut Chemii Przemysłowej im. prof. Ignacego Mościckiego
223169,2015-12-10,Polska,Urządzenie do badania indukcyjnego ogrzewania rozjazdów kolejowych,Wynalazek,Kamil Adrian Kiraga/Elżbieta Urszula Szychta/Leszek Szychta,Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu; Wydział Transportu i Elektrotechniki
223283,2016-10-27,Polska,Kurtyna powietrzna balonowo – palczasta w zastosowaniu do małych i średnich poduszkowców,Wynalazek,Krzysztof Szafran,Instytut Lotnictwa
223372,2016-10-31,Polska,"Wtryskiwacz gazu, zwłaszcza do silników spalinowych",Wynalazek,Michał Biały/Marcin Szlachetka/Mirosław Tadeusz Wendeker,Politechnika Lubelska/Państwowa Szkoła Wyższa im. Papieża Jana Pawła II w Białej Podlaskiej; Wydział Nauk Ekonomicznych i Technicznych
223373,2016-10-31,Polska,"Wtryskiwacz gazu, zwłaszcza do silników spalinowych",Wynalazek,Mirosław Tadeusz Wendeker/Rafał Tomasz Sochaczewski,Państwowa Szkoła Wyższa im. Papieża Jana Pawła II w Białej Podlaskiej; Wydział Nauk Ekonomicznych i Technicznych
224 472,2016-12-30,Polska,Siłomierz stomatologiczny do rejestracji sił okluzyjnych ludzkiego narządu żucia w położeniu spoczynkowym żuchwy.,Wynalazek,Jerzy Margielewicz/Damian Gąska,Politechnika Śląska; Wydział Transportu
22429,2016-07-29,Polska,Liniowy siłownik elektryczny,Wzór przemysłowy,Olaf Franciszek Dudek/Arkadiusz Mężyk/Tomasz Machoczek,Politechnika Śląska; Wydział Mechaniczny Technologiczny; Instytut Mechaniki Teoretycznej i Stosowanej
224863,2016-05-25,Polska,Izochroniczne wahadło matematyczne,Wynalazek,Stanisław Bednarek,Uniwersytet Łódzki/Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
225079,2016-09-07,Polska,Sposób zwiększania mocy turbiny gazowej zasilanej paliwem gazowym zwłaszcza gazem ziemnym,Wynalazek,Wojciech Kostowski/Paweł Tomasz Bargiel,Politechnika Śląska; Wydział Inżynierii Środowiska i Energetyki; Instytut Techniki Cieplnej
225237,2017-03-31,Polska,Przyrząd do pomiaru siły nacisku wstawki klocka hamulcowego zwłaszcza na koło kolejowe,Wynalazek,Andrzej Hełka/Adam Mańka,Politechnika Śląska; Wydział Transportu
22807,2016-06-03,Polska,Anteny szerokopasmowe,Wzór przemysłowy,Konrad Markiewicz/Zenon Włodzimierz Syroka,Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Nauk Technicznych
2685148,2014-09-09,Kanada,"Cell homogenate from stem cells derived from growing deer antlers, a method of obtaining it and its use",Wynalazek,Marek Maria Bochnia/Marek Andrzej Cegielski/Wojciech Jeremi Dziewiszek,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu; Wydział Lekarski/Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu; Wydział Lekarsko-Stomatologiczny/Stem Cells Spin Spółka Akcyjna
5174308,2013-01-17,Japonia,Preparation of Fagopyritols and uses Therefor,Wynalazek,Ralph L. Obendorf/Marcin Horbowicz,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Przyrodniczy/Cornell Research Foundation INC University/Technological Institute
57946,2014-12-30,Ukraina,Program komputerowy Analiza i ocena danych lotu,Oprogramowanie,Dimitry Prosvirin/Volodymyr Kharchenko,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu; Wydział Logistyki i Transportu/National Aviation University
57947,2014-12-30,Ukraina,Program komputerowy: Matematyczne modelowanie obiegu Samolot - automatyczny system kontroli,Oprogramowanie,Dimitry Prosvirin/Volodymyr Kharchenko,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu; Wydział Logistyki i Transportu/National Aviation University
67549,2014-05-25,Polska,Zestaw turbiny wodnej i kierownicy nurtu,Wzór użytkowy,Stanisław Szewczyk/Jerzy Zbigniew Piotrowski,"Politechnika Świętokrzyska; Wydział Inżynierii Środowiska, Geomatyki i Energetyki"
79973,2013-05-13,Ukraina,Bezzałogowy statek powietrzny o zmiennej geometrii,Wzór użytkowy,Yurii Sviashchenko/Volodymyr Dikhtiarenko/Viacheslav Korcheniuk/Dmytro Bugayko/Volodymyr Kharchenko,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu; Wydział Logistyki i Transportu/National Aviation University
81372,2013-06-25,Ukraina,Bezzałogowy statek powietrzny 81372,Wzór użytkowy,Dmytro Bugayko/Volodymyr Dikhtiarenko/Yurii Sviashchenko/Viacheslav Korcheniuk/Volodymyr Kharchenko,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu; Wydział Logistyki i Transportu/National Aviation University
84854,2013-11-11,Ukraina,Kompleks przestrzeni lotniczej 84854,Wzór użytkowy,Yurii Sviashchenko/Volodymyr Kharchenko,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu; Wydział Logistyki i Transportu/National Aviation University
CA 2690085,2014-08-14,Kanada,Sposób i urządzenie do monitorowania aktywności burzowej na powierzchni Ziemi w czasie rzeczywistym,Wynalazek,Adam Michlec/Zenon Nieckarz/Stanisław Zięba/Jerzy Kubisz/Stanisław Micek/Michał Ostrowski/Andrzej Kułak,"Uniwersytet Jagielloński w Krakowie; Wydział Fizyki, Astronomii i Informatyki Stosowanej"
CH 705873,2014-05-15,Szwajcaria,"Sposób zabezpieczenia poliwęglanowej powierzchni mikroukładów, zwłaszcza powierzchni kanału mikroprzepływowego z poliwęglanu, przed działaniem rozpuszczalników organicznych",Wynalazek,Dominika Agnieszka Ogończyk/Piotr Garstecki/Paweł Roman Jankowski,Instytut Chemii Fizycznej Polskiej Akademii Nauk
CN 103654716 (B),2016-04-06,Chiny,Optical Coherence Tomographic Imaging Apparatus and Control Method thereof,Wynalazek,Yasuhiro Nakahara/Dawid Mateusz Borycki,"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Fizyki, Astronomii i Informatyki Stosowanej/Canon Kabushiki Kaisha"
Decyzja z dnia 09.05.2017,2017-05-09,Polska,Znak graficzny - logotyp Uniwersytetu Przyrodniczego w Poznaniu,Znak towarowy,Uniwersytet Przyrodniczy w Poznaniu
EP 1971571,2012-11-02,Europejski Urząd Patentowy,USE OF 3-(4-HYDROXYPHENYL)PROPANOIC ACID AMIDE IN THE MANUFACTURE OF ANTI-AGING COMPOSITIONS,Wynalazek,Leszek Rychlewski/Lech Celewicz/Krzysztof Ciszewski/Jan Barciszewski/Eliza Wyszko/Katarzyna Monika Rolle,Instytut Chemii Bioorganicznej Polskiej Akademii Nauk
EP 2 109 671 B1,2014-03-26,Europejski Urząd Patentowy,"EXPRESSION CASSETTE, USE OF THE EXPRESSION CASSETTE, VECTOR, HOST CELL, A METHOD FOR PRODUCING A POLYPEPTIDE",Wynalazek,Andrzej Płucienniczak/Diana Mikiewicz/Małgorzata Kęsik-Brodacka/Grażyna Płucienniczak,Instytut Biotechnologii i Antybiotyków
EP 2 803 101 B1,2016-03-30,Europejski Urząd Patentowy,"Selective catalyst especially for oxygen electroreduction, electrochemical system comprising thereof, palladium-inert gas alloy and its use and cell comprising the same, especially photo-fuel-cell.",Wynalazek,Rafał Robert Jurczakowski/Adam Janusz Lewera/Piotr Połczyński,Uniwersytet Warszawski; Wydział Chemii
EP 2630152,2014-06-11,Europejski Urząd Patentowy,"NUCLEOTIDE ANALOGUE, METHOD OF SYNTHESIS OF NUCLEOTIDE ANALOGUE, USE OF NUCLEOTIDE ANALOGUE, ANTIVIRAL PRO-NUCLEOTIDE, PHARMACEUTICAL COMPOSITION",Wynalazek,Andrzej Piasek/Adam Kraszewski/Jerzy Boryski/Joanna Romanowska/Agnieszka Szymańska-Michalak/Michał Sobkowski/Jacek Antoni Stawiński/Andrzej Lipniacki,Instytut Chemii Bioorganicznej Polskiej Akademii Nauk
EP2331497,2015-06-24,Europejski Urząd Patentowy,"Związki dendrymeryczne zawierające aminokwasy, wysokorozgałęziony związek rdzeniowy, sposób wytwarzania związków dendrymerycznych zawierających aminokwasy i wysokorozgałęzionego związku rdzeniowego oraz ich zastosowanie",Wynalazek,Piotr Polcyn/Andrzej Lipkowski/Zofia LIPKOWSKA,Instytut Chemii Organicznej Polskiej Akademii Nauk
EP2560472 (B1),2015-08-05,Europejski Urząd Patentowy,"GEOCOMPOSITE ELEMENT, PARTICULARLY FOR ENHANCING PLANT GROWTH",Wynalazek,Krzysztof Lejcuś/Daniel Garlikowski/Andrzej Pawłowski/Henryk Orzeszyna,Uniwersytet Przyrodniczy we Wrocławiu; Wydział Inżynierii Kształtowania Środowiska i Geodezji
EP3070045,2016-09-21,Europejski Urząd Patentowy,A WINCH SYSTEM AND A ROTARY-WING AIRCRAFT HAVING SUCH A WINCH SYSTEM,Wynalazek,Benny Liefmann/Damien Sequera/Krzysztof Olejarczyk/PIOTR CEZARY BOJARCZAK/KAZIMIERZ KRÓL/KRZYSZTOF ADAM KOŁODZIEJCZYK/MARCIN ANDRZEJ WIKŁO/ROMAN GRZEGORZ PNIEWSKI,"Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu; Wydział Transportu i Elektrotechniki/Airbus Helicopters, FR"
HK1147218,2014-02-14,Hongkong,"Stem cell lines, their application and culture methods",Wynalazek,Ireneusz Wojciech Całkosiński/Wojciech Jeremi Dziewiszek/Marek Maria Bochnia,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu; Wydział Lekarski/Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu; Wydział Lekarsko-Stomatologiczny/Stem Cells Spin Spółka Akcyjna
JP5520966,2014-06-11,Japonia,Związki enaminokarbonylowe i ich zastosowanie,Wynalazek,Agnieszka Woźniak/Piotr Krajewski,Instytut Chemii Organicznej Polskiej Akademii Nauk
No 002513564-0001,2014-08-01,Urząd Harmonizacji Rynku Wewnętrznego,Króciec do łączenia różnych typów instalacji mieszanki tlenowej lotniczego sprzętu wysokościowo-ratowniczego,Wzór przemysłowy,Marcin Antoni Piotrowski/Mirosław Dereń,Wojskowy Instytut Medycyny Lotniczej
P-224065,2016-11-30,Polska,Układ monitorowania stanu i diagnozowania pojazdów szynowych oraz toru,Wynalazek,Mariusz Kostrzewski/Rafał Melnik/BOGDAN SOWIŃSKI/Kamil Piotr Michalski/Józef Droździel/MICHAŁ OPALA/Andrzej Chudzikiewicz/JAROSŁAW Witold KORZEB,Politechnika Warszawska; Wydział Transportu
P.226305 B1,2016-12-14,Polska,"Kadź wirowa, wykorzystywana zwłaszcza w browarnictwie",Wynalazek,Tadeusz Tuszyński/Monika Marianna Sterczyńska/Marek Adam Jakubowski,Politechnika Koszalińska; Wydział Mechaniczny; Katedra Procesów i Urządzeń Przemysłu Spożywczego
P.404118,2016-11-07,Polska,Przekładnia pasowa samonośna,Wynalazek,Remigiusz Wojtaś,Instytut Lotnictwa
P.414407,2017-07-17,Polska,Wziernik nosowy,Wynalazek,Sławowir Baliński/Marek Maria Bochnia/Monika Morawska-Kochman,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu; Wydział Lekarsko-Stomatologiczny
PAT.219514,2014-09-23,Polska,Urządzenie do rozdrabniania słomy oraz ścielenia jej w pomieszczeniu inwentarskim,Wynalazek,Leopold Tupalski/Robert Jarosław Szulc,Instytut Technologiczno-Przyrodniczy
PAT.222017,2015-08-07,Polska,"Polimery o strukturze gwiaździstej zawierające na końcach ramion grupy funkcyjne, sposób ich wytwarzania oraz ich zastosowanie  P–399217-A1  25.11.2013",Wynalazek,Michał Lech Marzantowicz,Politechnika Warszawska; Wydział Fizyki
PL 215011,2013-10-31,Polska,Sposób otrzymywania monodyspersyjnych mikrożeli pektynowych z wykorzystaniem układu mikroprzepływowego,Wynalazek,Dominika Agnieszka Ogończyk/Marta Maria Siek/Piotr Garstecki,Instytut Chemii Fizycznej Polskiej Akademii Nauk
PL 219675,2015-06-30,Polska,Sposób separacji na żądanie materiału paramagnetycznego z kropli oraz układ do separacji na żądanie materiału paramagnetycznego z kropli,Wynalazek,Piotr Garstecki/Sławomir Roman Jakieła/Paweł Rafał Dębski,Instytut Chemii Fizycznej Polskiej Akademii Nauk
PL 219899,2014-11-21,Polska,Sposób pokrywania hydrofilowych ciał stałych warstwą złota o rozbudowanej powierzchni oraz hydrofilowe ciało stałe pokryte warstwą złota o rozbudowanej powierzchni,Wynalazek,Robert Piotr Hołyst/Agnieszka Edyta Michota-Kamińska/Marcin Fiałkowski/Katarzyna Winkler,Instytut Chemii Fizycznej Polskiej Akademii Nauk
PL 220925,2016-01-29,Polska,"Nanocząstki pokryte ligandami hydrofilowymi, warstwa takich nanocząstek i powierzchnia pokryta taką warstwą",Wynalazek,Marcin Fiałkowski/Robert Piotr Hołyst/Volodymyr Sashuk,Instytut Chemii Fizycznej Polskiej Akademii Nauk
PL 226 351,2017-01-03,Polska,"Sposób otrzymywania porowatych, monodyspersyjnych mikrosfer kopolimerowych do zastosowania jako wypełnienia chromatograficzne",Wynalazek,Marta Janina Grochowicz/Łukasz Kazimierz Szajnecki,Uniwersytet Marii Curie-Skłodowskiej w Lublinie; Wydział Chemii
PL213159,2013-01-31,Polska,"Mutant strains of Escherichia coli, a method of testing potential antibacterial agents using said strains as well as a testing kit",Wynalazek,Wojciech Grajkowski/PIOTR RAJMUND KOPROWSKI/ANDRZEJ KUBALSKI,Instytut Biologii Doświadczalnej im. Marcelego Nenckiego Polskiej Akademii Nauk
PL215112B1,2013-10-31,Polska,"Kadź wirowa, wykorzystywana zwłaszcza w browarnictwie oraz sposób jej napełniania",Wynalazek,Marek Adam Jakubowski,Politechnika Koszalińska; Wydział Mechaniczny; Katedra Procesów i Urządzeń Przemysłu Spożywczego
PL216572,2013-09-17,Polska,Związki enaminokarbonylowe i ich zastosowanie,Wynalazek,Agnieszka Woźniak/Piotr Krajewski,Instytut Chemii Organicznej Polskiej Akademii Nauk
PL67166,2014-05-30,Polska,Urządzenie do biostabilizacji obuwia w linii produkcyjnej,Wzór użytkowy,Michalina Falkiewicz-Dulik/Tadeusz Benedykt Sadowski/Lidia Katarzyna Przyjemska,Instytut Przemysłu Skórzanego
R.266335,2014-05-07,Polska,Metoda Dobrego Startu MDS,Znak towarowy,Marta Bogdanowicz,Uniwersytet Gdański; Wydział Nauk Społecznych
RU2475538,2013-02-20,Federacja Rosyjska,"Enzym esteraza lowastatyny osadzony na nośniku nierozpuszczalnym w wodzie, sposób osadzania enzymu, zastosowanie enzymu esterazy lowastatyny osadzonego na nosniku nierozpuszczalnym w wodzie, przepływowy reaktor biokatalityczny ze złożem oraz sposób wytwarzania i/lub oczyszczania symwastatyny",Wynalazek,Dorota Patralska/Waldemar Kurek/Ryszard Józef Ostaszewski/Dominik Sebastian KOSZELEWSKI,Instytut Chemii Organicznej Polskiej Akademii Nauk
RWU.065863,2011-08-25,Polska,Urządzenie do wgłębnego nawożenia gleby nawozami płynnymi,Wzór użytkowy,Stanisław Ptaszyński,Instytut Technologiczno-Przyrodniczy
RWU.066141,2012-03-14,Polska,Urządzenie do dogrzewania pomieszczeń inwentarskich odzyskaną energią cieplną ze zużytej wody myjącej,Wzór użytkowy,Jacek Podleski/Robert Jarosław Szulc/Wojciech Eligiusz Golimowski,Instytut Technologiczno-Przyrodniczy
RWU.066366,2012-08-24,Polska,Zbiornik biogazu,Wzór użytkowy,Andrzej Głaszczka/Wacław Romaniuk/Bogdan Tadeusz Łochowski,Instytut Technologiczno-Przyrodniczy
RWU.066587,2012-12-18,Polska,Urządzenie ustawiające jaja do odkażania promieniami UV,Wzór użytkowy,Joanna Sobczak/Adam Chmielowski,Instytut Technologiczno-Przyrodniczy
RWU.067160,2013-10-25,Polska,Przepompownia ścieków ujednoradnianych strugą ścieków,Wzór użytkowy,Andrzej Eymontt,Instytut Technologiczno-Przyrodniczy
RWU.067534,2014-05-19,Polska,Urządzenie wałowe do uprawy gleby,Wzór użytkowy,Stanisław Ptaszyński,Instytut Technologiczno-Przyrodniczy
RWU.067752,2014-08-11,Polska,"Urządzenie uprawowe, zwłaszcza do uprawy wiosennej",Wzór użytkowy,Stanisław Ptaszyński,Instytut Technologiczno-Przyrodniczy
